3300.0 5.60522206797e-14
3350.0 5.80672272748e-14
3400.0 5.77381505843e-14
3450.0 5.70141314617e-14
3500.0 5.73171535022e-14
3550.0 5.85550015512e-14
3600.0 6.01749449158e-14
3650.0 6.19776312905e-14
3700.0 6.24621968665e-14
3750.0 6.56989104784e-14
3800.0 7.13926511514e-14
3850.0 7.5283403319e-14
3900.0 7.43860484892e-14
3950.0 7.20487601518e-14
4000.0 8.18654626043e-14
4050.0 8.33893630318e-14
4100.0 7.70642559155e-14
4150.0 8.30853606783e-14
4200.0 8.30849039489e-14
4250.0 8.18168665695e-14
4300.0 7.8611085229e-14
4350.0 7.51349824008e-14
4400.0 8.02999638852e-14
4450.0 8.03342384384e-14
4500.0 8.04628989356e-14
4550.0 7.93593148391e-14
4600.0 7.93788932785e-14
4650.0 7.8979575862e-14
4700.0 7.816727767e-14
4750.0 7.71673317441e-14
4800.0 7.64078937559e-14
4850.0 7.10783316871e-14
4900.0 7.56534160432e-14
4950.0 7.64909940788e-14
5000.0 7.58020052044e-14
5050.0 7.53421391417e-14
5100.0 7.5176196794e-14
5150.0 7.45428932039e-14
5200.0 7.36569981854e-14
5250.0 7.31310983516e-14
5300.0 7.24884750818e-14
5350.0 7.21295360742e-14
5400.0 7.13235881047e-14
5450.0 7.08643321233e-14
5500.0 7.04198870162e-14
5550.0 7.01834538321e-14
5600.0 6.95095775271e-14
5650.0 6.85999512832e-14
5700.0 6.76504970089e-14
5750.0 6.67244516748e-14
5800.0 6.66752596786e-14
5850.0 6.65746620863e-14
5900.0 6.50304380777e-14
5950.0 6.47719200989e-14
6000.0 6.42862661782e-14
6050.0 6.35199216344e-14
6100.0 6.30029714583e-14
6150.0 6.23261745145e-14
6200.0 6.15513133238e-14
6250.0 6.07939928734e-14
6300.0 5.92842874037e-14
6350.0 5.97135996873e-14
6400.0 5.92735249229e-14
6450.0 5.88980984534e-14
6500.0 5.78887257081e-14
6550.0 5.33504519636e-14
6600.0 5.68764958628e-14
6650.0 5.690853587e-14
6700.0 5.65289732753e-14
6750.0 5.59516833651e-14
6800.0 5.52844352545e-14
6850.0 5.22684425964e-14
6900.0 4.89240635304e-14
6950.0 5.24386006425e-14
7000.0 5.22666449162e-14
7050.0 5.18611889412e-14
7100.0 5.13693423186e-14
7150.0 5.0235255948e-14
7200.0 4.73538953524e-14
7250.0 4.72655471606e-14
7300.0 4.72688441412e-14
7350.0 4.79342597303e-14
7400.0 4.76823074254e-14
7450.0 4.72615714041e-14
7500.0 4.67194989144e-14
7550.0 4.63582250712e-14
7600.0 3.0254746498e-14
7650.0 3.31053232351e-14
7700.0 4.4039182908e-14
7750.0 4.44035096338e-14
7800.0 4.41195930096e-14
7850.0 4.37604107156e-14
7900.0 4.32082344067e-14
7950.0 4.2784498486e-14
8000.0 4.24073103884e-14
8050.0 4.19207401763e-14
8100.0 4.12525372545e-14
8150.0 3.89139651343e-14
8200.0 3.87608237501e-14
8250.0 3.8469169082e-14
8300.0 3.83234428899e-14
8350.0 3.86053729159e-14
8400.0 3.84646806244e-14
8450.0 3.82566805942e-14
8500.0 3.77731194044e-14
8550.0 3.70927022578e-14
8600.0 3.69678165567e-14
8650.0 3.62400249497e-14
8700.0 3.63230407296e-14
8750.0 3.55471344542e-14
8800.0 3.54368702652e-14
8850.0 3.44932536084e-14
8900.0 3.42326633859e-14
8950.0 3.2837843768e-14
9000.0 3.02785925645e-14
9050.0 3.18803840495e-14
9100.0 3.05589141426e-14
9150.0 3.00869742815e-14
9200.0 3.02862182904e-14
9250.0 2.9849512142e-14
9300.0 2.5790205687e-14
9350.0 2.03984646955e-14
9400.0 2.42418073592e-14
9450.0 2.24056261836e-14
9500.0 2.29600850439e-14
9550.0 2.27831599821e-14
9600.0 2.41812215915e-14
9650.0 2.5314308954e-14
9700.0 2.71442117404e-14
9750.0 2.62549666841e-14
9800.0 2.63735475587e-14
9850.0 2.69121405304e-14
9900.0 2.71863130654e-14
9950.0 2.68147987244e-14
10000.0 2.66207755004e-14
10050.0 2.58993329892e-14
10100.0 2.70755916408e-14
10150.0 2.66863156381e-14
